https://www.nbcnews.com/storyline/paris-terror-attacks/members-eagles-death-metal-band-played-bataclan-attend-paris-attacks-n683216,92122,91,text/html
https://www.nbcnews.com/news/north-korea/amp/russian-delegation-arrives-north-korea-tillerson-softens-u-s-stance-n829216,40625,32,text/html
https://www.nbcnews.com/video/this-is-the-worst-flu-season-in-nearly-a-decade-cdc-says-1147394115567,325758,142,text/html
https://www.nbcnews.com/storyline/airplane-mode/airplane-traveler-files-lawsuit-after-14-hour-flight-between-obese-n756241,63805,81,text/html
https://www.nbcnews.com/news/amp/ncna819646,57194,60,text/html
https://www.nbcnews.com/news/amp/ncna833951,55394,61,text/html
https://www.nbcnews.com/news/amp/ncna759491,72359,64,text/html
https://www.nbcnews.com/storyline/legal-pot/amp/washington-states-first-legal-marijuana-shops-set-open-amid-chaos-n147626,47833,27,text/html
https://www.nbcnews.com/widget/video-embed/1041319491560,18826,3,text/html
https://www.nbcnews.com/storyline/zika-virus-outbreak/zika-funding-delay-congress-puts-americans-risk-obama-says-n638611,86360,92,text/html
https://www.nbcnews.com/storyline/sexual-misconduct/diane-keaton-defends-woody-allen-i-continue-believe-him-n842516,77802,87,text/html
https://www.nbcnews.com/mach/tech/ai-fix-distracted-driving-menace-ncna800356,107219,34,text/html
https://www.nbcnews.com/storyline/zika-virus-outbreak/cdc-sounds-alarm-travel-asia-zika-spreads-there-n657416,87315,94,text/html
https://www.nbcnews.com/news/world/amp/guess-who-came-dinner-flynn-putin-n742696,47715,28,text/html
https://www.nbcnews.com/nightly-news/video/after-an-intense-12-years-mueller-prepares-to-leave-fbi-44233283771,368006,165,text/html
https://www.nbcnews.com/storyline/western-wildfires/amp/death-toll-rises-34-northern-california-wildfires-n810631,44080,20,text/html
https://www.nbcnews.com/widget/video-embed/1078712899519,18742,3,text/html
https://www.nbcnews.com/storyline/sexual-misconduct/amp/what-ny-ag-must-do-prove-pervasive-sexual-harassment-weinstein-n847176,39972,27,text/html
https://www.nbcnews.com/meet-the-press/video/mtp-at-70-from-martha-rountree-to-chuck-todd-1089463363711,416434,195,text/html
https://www.nbcnews.com/politics/congress/united-airlines-apologizes-passenger-who-says-rep-sheila-jackson-lee-n832546,60661,74,text/html
https://www.nbcnews.com/nightly-news/kate-snow-what-its-interview-ghost-boy-n296091,71507,79,text/html
https://www.nbcnews.com/storyline/sexual-misconduct/amp/nfl-network-suspends-hall-famer-marshall-faulk-two-others-over-n828621,40591,22,text/html
https://www.nbcnews.com/news/us-news/virginia-man-arrested-isis-investigation-fbi-says-n833656,72244,80,text/html
https://www.nbcnews.com/better/amp/ncna826351,61390,47,text/html
https://www.nbcnews.com/widget/video-embed/1059804739544,18222,3,text/html
https://www.nbcnews.com/storyline/robert-durst/amp/robert-durst-heads-court-push-freedom-n328496,38823,18,text/html
https://www.nbcnews.com/nightly-news/video/this-police-offers-brings-superheroes-to-life-for-sick-children-1134203459601,368995,167,text/html
https://www.nbcnews.com/storyline/airplane-mode/united-airlines-leggings-incident-shows-changing-nature-air-travel-n738926,81179,94,text/html
https://www.nbcnews.com/news/world/russian-lawyer-who-met-trump-jr-i-didn-t-have-n781631,109011,100,text/html
https://www.nbcnews.com/storyline/sexual-misconduct/amp/widow-claims-kentucky-lawmaker-accused-molesting-teen-was-lynch-mob-n830091,40783,26,text/html
https://www.nbcnews.com/storyline/robert-durst/robert-durst-wants-grill-former-da-jeanine-pirro-n334596,74141,87,text/html
https://www.nbcnews.com/widget/video-embed/1129258563846,18785,3,text/html
https://www.nbcnews.com/widget/video-embed/820790851620,18089,3,text/html
https://www.nbcnews.com/business/real-estate/amp/silicon-valley-teardown-just-sold-2-6-million-n754916,33277,23,text/html
https://www.nbcnews.com/storyline/missing-nigeria-schoolgirls/will-nigerias-girls-ever-be-saved-whats-next-desperate-hunt-n107616,89692,93,text/html
https://www.nbcnews.com/storyline/hurricane-harvey/amp/mosquitoes-medicine-mold-texas-battles-post-harvey-health-issues-n799951,45097,21,text/html
https://www.nbcnews.com/politics/white-house/trump-not-happy-price-after-private-jet-controversy-n805231,84829,93,text/html
https://www.nbcnews.com/storyline/meet-the-press-70-years/mtp-70-witnessing-fall-soviet-union-n819411,73701,82,text/html
https://www.nbcnews.com/better/diet-fitness/run-your-life-5-minutes-day-may-be-all-you-n166871,164901,34,text/html
https://www.nbcnews.com/storyline/hurricane-irma/once-lifetime-tidal-event-why-hurricane-irma-drained-shorelines-n800306,84231,99,text/html
https://www.nbcnews.com/widget/video-embed/1089902659564,18326,3,text/html
https://www.nbcnews.com/widget/video-embed/802334787828,17846,3,text/html
https://www.nbcnews.com/video/trump-nominates-jerome-powell-for-federal-reserve-chair-1087253571548,324471,142,text/html
https://www.nbcnews.com/mach/amp/ncna810721,59014,39,text/html
https://www.nbcnews.com/politics/congress/amp/house-committee-memo-n844891,43233,26,text/html
https://www.nbcnews.com/health/health-news/highly-processed-foods-may-raise-cancer-risk-study-finds-n848186,125862,37,text/html
https://www.nbcnews.com/feature/college-game-plan/how-college-friends-stay-friendly-after-founding-companies-together-n789131,79906,94,text/html
https://www.nbcnews.com/storyline/isis-terror/amp/australia-christmas-terror-plot-foiled-police-say-n699381,38301,19,text/html
https://www.nbcnews.com/news/us-news/reese-witherspoon-jennifer-lawrence-describe-abuse-speeches-n811556,66082,81,text/html
https://www.nbcnews.com/news/asian-america/11-asian-american-athletes-watch-2018-pyeongchang-winter-olympics-n834081,206731,62,text/html
https://www.nbcnews.com/mach/science/one-giant-wind-farm-could-power-entire-planet-ncna810201,60212,33,text/html
https://www.nbcnews.com/news/us-news/anatomy-opioid-overdose-outbreak-how-one-georgia-doctor-sounded-alarm-n802786,87254,90,text/html
https://www.nbcnews.com/better/diet-fitness/your-new-2017-workout-playlist-backed-science-n744706,45192,25,text/html
https://www.nbcnews.com/better/amp/ncna826336,59690,47,text/html
https://www.nbcnews.com/news/north-korea/u-s-joint-drills-simulate-attack-targeting-north-korea-missiles-n828321,74068,84,text/html
https://www.nbcnews.com/better/video/tour-ryan-serhant-s-office-from-bravo-s-million-dollar-listing-1021712451533,231364,41,text/html
https://www.nbcnews.com/storyline/apple-launch/amp/apples-big-iphone-6-announcement-marred-video-streaming-glitches-n199306,34439,21,text/html
https://www.nbcnews.com/news/amp/ncna833981,63150,63,text/html
https://www.nbcnews.com/storyline/winter-olympics-2018/amp/pence-vows-defend-u-s-north-korea-taking-whatever-action-n846231,42320,25,text/html
https://www.nbcnews.com/storyline/president-obama-the-legacy/amp/eight-years-later-economy-president-obama-s-legacy-n703616,44042,20,text/html
https://www.nbcnews.com/widget/video-embed/1027653699571,18264,3,text/html
https://www.nbcnews.com/storyline/las-vegas-shooting/las-vegas-massacre-police-release-dramatic-body-camera-video-n807306,70839,78,text/html
https://www.nbcnews.com/widget/video-embed/1101619267653,18460,3,text/html
https://www.nbcnews.com/news/us-news/new-york-times-parts-ways-quinn-norton-after-controversial-tweets-n847956,68168,93,text/html
https://www.nbcnews.com/storyline/ny-nj-bombings/29-hurt-manhattan-explosion-called-intentional-act-n650041,143122,119,text/html
https://www.nbcnews.com/storyline/paris-terror-attacks/amp/paris-mastermind-visited-terror-scenes-after-attacks-prosecutor-says-n469006,39135,20,text/html
https://www.nbcnews.com/widget/video-embed/1151453251775,18453,3,text/html
https://www.nbcnews.com/storyline/airplane-mode/amp/tokyo-bound-flight-chrissy-teigen-forced-return-los-angeles-n832786,40546,21,text/html
https://www.nbcnews.com/storyline/super-bowl/bud-welcomes-real-soldier-home-super-bowl-spot-n20926,68643,78,text/html
https://www.nbcnews.com/news/world/amp/north-korea-says-it-unable-pay-u-n-dues-blames-n846671,36789,27,text/html
https://www.nbcnews.com/storyline/obamacare-deadline/amp/nine-million-got-new-health-insurance-study-finds-n74976,34293,24,text/html
https://www.nbcnews.com/widget/video-embed/981400643939,17734,3,text/html
https://www.nbcnews.com/video/remebering-a-date-which-will-live-in-infamy-82580035550,323883,142,text/html
https://www.nbcnews.com/politics/meet-the-voters/chuck-todd-takeaways-meet-voters-arkansas-edition-n237126,71637,81,text/html
https://www.nbcnews.com/news/amp/ncna795156,57150,57,text/html
https://www.nbcnews.com/mach/innovation/how-virtual-reality-helping-heal-soldiers-ptsd-n733816,176543,41,text/html
https://www.nbcnews.com/politics/elections/amp/passing-gop-tax-bill-hard-selling-it-voters-may-be-n830836,42513,26,text/html
https://www.nbcnews.com/widget/video-embed/969096771722,18297,3,text/html
https://www.nbcnews.com/news/us-news/amp/7th-fleet-collisions-raise-questions-about-u-s-military-readiness-n826641,39182,27,text/html
https://www.nbcnews.com/widget/video-embed/58161219614,18546,3,text/html
https://www.nbcnews.com/widget/video-embed/862739011880,18914,3,text/html
https://www.nbcnews.com/storyline/hong-kong-protests/amp/occupy-central-protest-kicks-hong-kong-n213221,33915,18,text/html
https://www.nbcnews.com/storyline/isis-uncovered/they-found-love-hopeless-place-syrias-war-torn-kobani-n461346,75466,87,text/html
https://www.nbcnews.com/widget/video-embed/886068803741,19871,3,text/html
https://www.nbcnews.com/better/health/how-your-brain-changes-after-baby-ncna807611,166476,37,text/html
https://www.nbcnews.com/news/amp/ncna758126,55641,59,text/html
https://www.nbcnews.com/widget/video-embed/789628995911,18122,3,text/html
https://www.nbcnews.com/widget/video-embed/1145549891995,19060,3,text/html
https://www.nbcnews.com/video/trumps-stump-piecing-together-donalds-top-talking-points-552219203721,324546,142,text/html
https://www.nbcnews.com/storyline/obamacare-deadline/amp/nearly-13-million-sign-obamacare-health-insurance-n511521,35289,19,text/html
https://www.nbcnews.com/nightly-news/video/chinese-workers-evicted-in-massive-housing-crackdown-1113541699885,368653,165,text/html
https://www.nbcnews.com/storyline/americas-heroin-epidemic/fatal-heroin-fentanyl-overdoses-rise-cleveland-area-n770481,70583,82,text/html
https://www.nbcnews.com/politics/politics-news/amp/treasury-department-releases-analysis-gop-tax-plan-it-s-only-n828581,38879,30,text/html
https://www.nbcnews.com/politics/first-read/amp/first-read-s-morning-clips-house-map-expands-democrats-n846241,38394,39,text/html
https://www.nbcnews.com/widget/video-embed/983690307642,18467,3,text/html
https://www.nbcnews.com/nightly-news/video/in-battle-against-country-s-heroin-epidemic-feds-launch-new-push-767175747815,368919,165,text/html
https://www.nbcnews.com/widget/video-embed/1154981443808,18311,3,text/html
https://www.nbcnews.com/news/world/manafort-linked-accounts-cyprus-raised-red-flag-n739156,92863,100,text/html
https://www.nbcnews.com/widget/video-embed/956611139796,18438,3,text/html
https://www.nbcnews.com/storyline/las-vegas-shooting/amp/country-star-jason-aldean-resumes-tour-after-vegas-shooting-n810326,35588,19,text/html
https://www.nbcnews.com/nightly-news/video/depression-may-start-much-earlier-than-previously-thought-1113547331526,369727,165,text/html
